"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00351862","2002-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","16",",0","7",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","","","","","-3.3",",0,13,","0",",,0,28,+","0",",,0,28,+","34.0",",,0,08,","18.3",",0,23,","","","1768.3","0","   8.9",",,,0,0,1","   9.4",",,,0,0,2","   8.9",",,,0,0,3","","","338.4",",0","  17.2",",,,0,0,1","  14.4",",,,0,0,2","  10.6",",,,0,0,3","","","","","   2.2",",,,0,0,1","   1.7",",,,0,0,2","   3.3",",,,0,0,3","","","   6.1",",,,0,0,1","   5.6",",,,0,0,2","   3.9",",,,0,0,3","","","","","   4.0",",,,0,0,1","   4.5",",,,0,0,2","   5.0",",,,0,0,3","","","","","  10.6",",,,0,0,1","   8.6",",,,0,0,2","   6.3",",,,0,0,3","","","","","","","96.0",",,,0","0",",,,0","6.25",",0","11.23",",,,0","1.27",",,,0","",""
"USC00351862","2002-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0","1,0","18",",0","12",",0","1",",0","0",",0","0",",0","0","1,0","10","1,0","0",",0","0",",0","0",",0","","","","","-2.8","1,0,18,+","0",",T,0,17,+","20",",,0,08,","32.3",",,0,06,","17.2",",0,05,","","","2126.3","0","   7.2",",,,0,0,1","   7.8",",,,0,0,2","   8.9",",,,0,0,3","","","358.0",",0","  20.0",",,,0,0,1","  15.6",",,,0,0,2","  11.7",",,,0,0,3","","","","","   2.2",",,,0,0,1","   2.8",",,,0,0,2","   3.9",",,,0,0,3","","","   6.1",",,,0,0,1","   5.6",",,,0,0,2","   5.0",",,,0,0,3","","","","","   4.6",",,,0,0,1","   5.1",",,,0,0,2","   6.0",",,,0,0,3","","","","","  12.8",",,,0,0,1","  10.3",",,,0,0,2","   7.7",",,,0,0,3","","","","","","","143.4",",,,0","28",",,,0","6.44","1,0","11.37",",,,0","1.51","1,,,0","",""
"USC00351862","2002-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","","","","","-0.6",",0,23,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,14,","23.3",",0,05,","91.4",",,,0","2365.8","0","  12.8",",,,0,0,1","  14.4",",,,0,0,2","  12.8",",,,0,0,3","","","239.5",",0","  25.6",",,,0,0,1","  21.1",",,,0,0,2","  15.6",",,,0,0,3","","","","","   6.1",",,,0,0,1","   7.2",",,,0,0,2","   8.3",",,,0,0,3","","","  12.2",",,,0,0,1","  11.7",",,,0,0,2","  10.6",",,,0,0,3","","","","","   8.6",",,,0,0,1","   9.5",",,,0,0,2","  10.3",",,,0,0,3","","","6.04",",,,0","  19.6",",,,0,0,1","  16.3",",,,0,0,2","  12.9",",,,0,0,3","","","","","19.56",",,,0","47.0",",,,0","0",",,,0","10.35",",0","16.13",",,,0","4.57",",,,0","2946",",,,0"
"USC00351862","2002-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.8","0","0.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8",",0","0",",0","","","","","-0.6",",0,08,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,23,","27.8",",0,13,","118.0",",,,0","2562.4","0","  17.2",",,,0,0,1","  17.8",",,,0,0,2","  17.2","1,,,0,0,3","","","196.6",",0","  33.9",",,,0,0,1","  27.8",",,,0,0,2","  21.1","1,,,0,0,3","","","","","   6.7",",,,0,0,1","   8.3",",,,0,0,2","  10.6","1,,,0,0,3","","","  16.7",",,,0,0,1","  15.0",",,,0,0,2","  11.7","1,,,0,0,3","","","","","  11.6",",,,0,0,1","  12.7",",,,0,0,2","  13.6","1,,,0,0,3","","","8.69",",,,0","  25.6",",,,0,0,1","  21.2",",,,0,0,2","  16.7","1,,,0,0,3","","","","","23.33",",,,0","44.6",",,,0","0",",,,0","12.02",",0","18.14",",,,0","5.89",",,,0","1923",",,,0"
"USC00351862","2002-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","15.8","0","15.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","2",",0","","","","","-1.1",",0,09,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,29,","32.8",",0,13,","162.1",",,,0","2645.3","0","  21.1",",,,0,0,1","  22.8",",,,0,0,2","  22.8",",,,0,0,3","","","82.9",",0","  40.6",",,,0,0,1","  34.4",",,,0,0,2","  27.8",",,,0,0,3","","","","","  12.2",",,,0,0,1","  13.3",",,,0,0,2","  14.4",",,,0,0,3","","","  19.4",",,,0,0,1","  19.4",",,,0,0,2","  17.8",",,,0,0,3","","","","","  16.3",",,,0,0,1","  17.6",",,,0,0,2","  18.4",",,,0,0,3","","","10.76","2,,,0","  31.9",",,,0,0,1","  27.0",",,,0,0,2","  22.7",",,,0,0,3","","","","","26.68","2,,,0","30.5",",,,0","0",",,,0","16.07",",0","23.64",",,,0","8.50",",,,0","2220",",,,0"
"USC00351862","2002-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","74.9","0","59.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","6.7",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.5",",,0,08,","35.0",",0,11,","238.6",",,,0","11.7","0","  22.8",",,,0,0,1","  24.4",",,,0,0,2","  26.1",",,,0,0,3","","","11.7",",0","  42.2",",,,0,0,1","  36.7",",,,0,0,2","  30.0",",,,0,0,3","","","","","  15.6",",,,0,0,1","  16.7",",,,0,0,2","  17.8",",,,0,0,3","","","  30.0",",,,0,0,1","  25.0",",,,0,0,2","  21.7",",,,0,0,3","","","","","  20.0",",,,0,0,1","  21.6",",,,0,0,2","  22.7",",,,0,0,3","","","11.19",",,,0","  37.8",",,,0,0,1","  32.7",",,,0,0,2","  27.4",",,,0,0,3","","","","","29.31",",,,0","0.5",",,,0","0",",,,0","19.86",",0","28.84",",,,0","10.88",",,,0","2826",",,,0"
"USC00351862","2002-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","124.9","0","50.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","5.6",",0,30,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,21,","40.0",",0,14,","215.1",",,,0","37.4","0","  23.3","1,,,0,0,1","  25.6",",,,0,0,2","  25.6",",,,0,0,3","","","25.7",",0","  42.2",",,,0,0,1","  36.1",",,,0,0,2","  30.6",",,,0,0,3","","","","","  16.1","1,,,0,0,1","  18.3",",,,0,0,2","  13.3",",,,0,0,3","","","  27.8",",,,0,0,1","  25.6",",,,0,0,2","  23.3",",,,0,0,3","","","","","  18.8","1,,,0,0,1","  21.3",",,,0,0,2","  22.0",",,,0,0,3","","","10.52",",,,0","  37.2",",,,0,0,1","  31.7",",,,0,0,2","  27.0",",,,0,0,3","","","","","28.35",",,,0","7.4",",,,0","0",",,,0","19.12",",0","28.53",",,,0","9.71",",,,0","2795",",,,0"
"USC00351862","2002-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","145.5","0","20.6","1,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","1",",0","","","","","3.3","1,0,08,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,17,","32.2",",0,14,","160.3",",,,0","85.5","0","  20.6",",,,0,0,1","  22.2",",,,0,0,2","  23.3",",,,0,0,3","","","48.1",",0","  37.8",",,,0,0,1","  32.8",",,,0,0,2","  31.7",",,,0,0,3","","","","","  12.2",",,,0,0,1","  14.4",",,,0,0,2","  16.1",",,,0,0,3","","","  21.7",",,,0,0,1","  20.0",",,,0,0,2","  18.9",",,,0,0,3","","","","","  15.6",",,,0,0,1","  17.9",",,,0,0,2","  19.1",",,,0,0,3","","","8.64","1,,,0","  31.2",",,,0,0,1","  26.5",",,,0,0,2","  22.7",",,,0,0,3","","","","","23.31","1,,,0","28.8",",,,0","0",",,,0","17.33","1,0","26.24",",,,0","8.41","1,,,0","2673",",,,0"
"USC00351862","2002-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","145.5","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","","","","","-1.7",",0,26,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,04,","27.8",",0,17,","103.9",",,,0","302.5","0","  14.4",",,,0,0,1","  14.4",",,,0,0,2","  15.0",",,,0,0,3","","","217.0",",0","  25.6",",,,0,0,1","  21.7",",,,0,0,2","  17.2",",,,0,0,3","","","","","   1.7",",,,0,0,1","   4.4",",,,0,0,2","   6.1",",,,0,0,3","","","  11.1",",,,0,0,1","   9.4",",,,0,0,2","   8.3",",,,0,0,3","","","","","   9.4",",,,0,0,1","  11.1",",,,0,0,2","  12.3",",,,0,0,3","","","4.56","1,,,0","  20.1",",,,0,0,1","  17.3",",,,0,0,2","  14.5",",,,0,0,3","","","","","15.55",",,,0","18.6",",,,0","0",",,,0","11.33",",0","18.73",",,,0","3.94",",,,0","2419",",,,0"
"USC00351862","2002-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","145.5","0","0.0",",0","18",",0","10",",0","2",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","","","","","-8.3",",0,02,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,08,","17.8",",0,06,","","","617.1","0","  11.1",",,,0,0,1","  10.6",",,,0,0,2","  10.0","2,,,0,0,3","","","314.6",",0","  15.0",",,,0,0,1","  13.3",",,,0,0,2","  10.6","1,,,0,0,3","","","","","   0.6",",,,0,0,1","   2.2",",,,0,0,2","   4.4","2,,,0,0,3","","","   8.3",",,,0,0,1","   7.2",",,,0,0,2","   5.6","1,,,0,0,3","","","","","   6.1",",,,0,0,1","   7.1",",,,0,0,2","   7.5","2,,,0,0,3","","","","","  11.6",",,,0,0,1","  10.2",",,,0,0,2","   8.5","1,,,0,0,3","","","","","","","137.6",",,,0","0",",,,0","7.85",",0","13.13",",,,0","2.56",",,,0","",""
"USC00351862","2002-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","145.5","0","0.0",",0","26",",0","20",",0","5",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","","","-2.2",",0,08,+","0",",,0,31,+","0",",,0,31,+","46.0",",,0,31,","15.0",",0,15,+","","","992.3","0","   8.3",",,,0,0,1","   8.9",",,,0,0,2","   7.8",",,,0,0,3","","","375.2",",0","  11.7",",,,0,0,1","  10.0",",,,0,0,2","   8.3","1,,,0,0,3","","","","","   1.7",",,,0,0,1","   2.8",",,,0,0,2","   3.9",",,,0,0,3","","","   5.6",",,,0,0,1","   5.0",",,,0,0,2","   4.4","1,,,0,0,3","","","","","   5.1",",,,0,0,1","   5.7",",,,0,0,2","   5.6",",,,0,0,3","","","","","   8.2",",,,0,0,1","   7.4",",,,0,0,2","   6.1","1,,,0,0,3","","","","","","","318.1",",,,0","0",",,,0","6.23",",0","9.69",",,,0","2.76",",,,0","",""
"USC00351862","2003-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","24",",0","15",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","-3.3",",0,09,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,30,","16.1",",0,24,","","","1353.9","0","  10.0",",,,0,0,1","  10.0",",,,0,0,2","","","","","361.6",",0","  14.4",",,,0,0,1","  12.8",",,,0,0,2","","","","","","","   1.7",",,,0,0,1","   2.2",",,,0,0,2","","","","","   5.6",",,,0,0,1","   5.0",",,,0,0,2","","","","","","","   5.5",",,,0,0,1","   5.8",",,,0,0,2","","","","","","","   9.6",",,,0,0,1","   8.3",",,,0,0,2","","","","","","","","","183.3",",,,0","0",",,,0","6.67",",0","10.55",",,,0","2.78",",,,0","",""
"USC00351862","2003-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","","","-2.8",",0,12,","0",",,0,28,+","0",",,0,28,+","29.7",",,0,01,","15.6",",0,15,","","","1686.2","0","   8.9",",,,0,0,1","   9.4",",,,0,0,2","   8.9","1,,,0,0,3","","","332.3",",0","  15.6",",,,0,0,1","  11.7",",,,0,0,2","  10.6","1,,,0,0,3","","","","","   1.7",",,,0,0,1","   2.2",",,,0,0,2","   3.9","1,,,0,0,3","","","   8.9",",,,0,0,1","   6.7",",,,0,0,2","   5.0","1,,,0,0,3","","","","","   4.7",",,,0,0,1","   5.6",",,,0,0,2","   5.8","1,,,0,0,3","","","","","  11.3",",,,0,0,1","   9.3",",,,0,0,2","   7.0","1,,,0,0,3","","","","","","","91.2",",,,0","0",",,,0","6.46",",0","11.45",",,,0","1.48",",,,0","",""
"USC00351862","2003-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","29",",0","16",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","","","","","0.0",",0,24,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,22,","24.4",",0,31,","","","1963.1","0","  11.7",",,,0,0,1","  10.6",",,,0,0,2","  10.0",",,,0,0,3","","","276.9",",0","  22.8",",,,0,0,1","  18.9",",,,0,0,2","  13.9",",,,0,0,3","","","","","   3.9",",,,0,0,1","   5.6",",,,0,0,2","   6.1",",,,0,0,3","","","   8.9",",,,0,0,1","   7.8",",,,0,0,2","   6.1",",,,0,0,3","","","","","   7.9",",,,0,0,1","   8.0",",,,0,0,2","   8.1",",,,0,0,3","","","","","  14.9",",,,0,0,1","  12.2",",,,0,0,2","   9.7",",,,0,0,3","","","","","","","191.1",",,,0","0",",,,0","9.40",",0","13.58",",,,0","5.22",",,,0","",""
"USC00351862","2003-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","26",",0","15",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","1.1",",0,25,+","0",",,0,30,+","0",",,0,30,+","24.9",",,0,13,","20.6",",0,09,","71.6",",,,0","2224.0","0","  11.7",",,,0,0,1","  13.3",",,,0,0,2","  12.2",",,,0,0,3","","","260.9",",0","  24.4",",,,0,0,1","  19.4",",,,0,0,2","  15.0",",,,0,0,3","","","","","   6.7",",,,0,0,1","   6.1",",,,0,0,2","   7.2",",,,0,0,3","","","  11.1",",,,0,0,1","  10.0",",,,0,0,2","   8.3",",,,0,0,3","","","","","   9.0",",,,0,0,1","   9.6",",,,0,0,2","  10.2",",,,0,0,3","","","","","  18.3",",,,0,0,1","  15.1",",,,0,0,2","  12.3",",,,0,0,3","","","","","","","164.7",",,,0","0",",,,0","9.64",",0","14.41",",,,0","4.86",",,,0","2248",",,,0"
"USC00351862","2003-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","3.9","0","3.9",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","","","","","0.0",",0,18,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,18,","28.9",",0,24,","122.9",",,,0","2393.1","0","  18.3",",,,0,0,1","  17.8",",,,0,0,2","  18.9","1,,,0,0,3","","","169.1",",0","  33.9",",,,0,0,1","  28.9","1,,,0,0,2","  22.2","3,,,0,0,3","","","","","   7.8",",,,0,0,1","   6.7",",,,0,0,2","   8.9","1,,,0,0,3","","","  16.7",",,,0,0,1","  15.6","1,,,0,0,2","  12.8","3,,,0,0,3","","","","","  12.2",",,,0,0,1","  12.9",",,,0,0,2","  13.5","1,,,0,0,3","","","9.75",",,,0","  24.6",",,,0,0,1","  21.1","1,,,0,0,2","  16.9","3,,,0,0,3","","","","","24.45",",,,0","33.8",",,,0","0",",,,0","13.00",",0","19.49",",,,0","6.52",",,,0","1940",",,,0"
"USC00351862","2003-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","41.4","0","37.5","2,0","5",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","21","1,0","5","1,0","","","","","6.1","2,0,15,+","0",",,0,30,+","0",",,0,30,+","3.8",",,0,22,","35.6","1,0,29,","184.9","1,,,0","2456.5","0","  22.2",",,,1,0,1","  22.8",",,,1,0,2","  23.3",",,,1,0,3","","","63.4","1,0","  40.0",",,,1,0,1","  35.0",",,,1,0,2","  28.9",",,,1,0,3","","","","","  15.0",",,,1,0,1","  15.6",",,,1,0,2","  16.1",",,,1,0,3","","","  22.8",",,,1,0,1","  21.1",",,,1,0,2","  18.9",",,,1,0,3","","","","","  18.0",",,,1,0,1","  19.0",",,,1,0,2","  19.8",",,,1,0,3","","","12.82","1,,,0","  33.1",",,,1,0,1","  29.1",",,,1,0,2","  24.1",",,,1,0,3","","","","","28.43","1,,,0","9.2",",,,0","0",",,,0","17.51","2,0","25.50","1,,,0","9.52","2,,,0","2344","1,,,0"
"USC00351862","2003-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","118.7","0","77.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","6.1",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.3",",0,30,","264.7",",,,0","10.8","0","  24.4",",,,0,0,1","  26.1",",,,0,0,2","  27.2",",,,0,0,3","","","10.8",",0","  43.9",",,,0,0,1","  37.2",",,,0,0,2","  31.7",",,,0,0,3","","","","","  17.8",",,,0,0,1","  20.0",",,,0,0,2","  21.7",",,,0,0,3","","","  33.3",",,,0,0,1","  30.0",",,,0,0,2","  25.6",",,,0,0,3","","","","","  21.0",",,,0,0,1","  22.9",",,,0,0,2","  24.4",",,,0,0,3","","","14.56",",,,0","  39.8",",,,0,0,1","  34.5",",,,0,0,2","  28.9",",,,0,0,3","","","","","32.03",",,,0","0.0",",,,0","0",",,,0","20.48",",0","30.28",",,,0","10.67",",,,0","2618",",,,0"
"USC00351862","2003-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","163.1","0","44.4","2,0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","5","1,0","","","","","5.6","1,0,21,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,05,","33.3","1,0,31,+","222.0",",,,0","18.6","0","  22.8",",,,0,0,1","  25.0",",,,0,0,2","  26.7",",,,0,0,3","","","7.8","1,0","  42.8",",,,0,0,1","  36.1",",,,0,0,2","  30.6",",,,0,0,3","","","","","  18.3",",,,0,0,1","  20.0",",,,0,0,2","  21.7",",,,0,0,3","","","  28.3",",,,0,0,1","  26.7",",,,0,0,2","  25.6",",,,0,0,3","","","","","  20.5",",,,0,0,1","  22.4",",,,0,0,2","  23.9",",,,0,0,3","","","14.21",",,,0","  38.6",",,,0,0,1","  32.4",",,,0,0,2","  27.8",",,,0,0,3","","","","","30.07",",,,0","2.9",",,,0","0",",,,0","19.60","2,0","28.43","1,,,0","10.77","1,,,0","2592",",,,0"
"USC00351862","2003-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","197.1","0","34.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","","","4.4",",0,18,+","0",",,0,30,+","0",",,0,30,+","9.9",",,0,09,","36.7",",0,28,","162.6",",,,0","63.9","0","  20.0",",,,0,0,1","  22.8",",,,0,0,2","  24.4",",,,0,0,3","","","45.3",",0","  40.6",",,,0,0,1","  33.9",",,,0,0,2","  28.9",",,,0,0,3","","","","","   7.8",",,,0,0,1","  12.8",",,,0,0,2","  15.0",",,,0,0,3","","","  22.2",",,,0,0,1","  20.0",",,,0,0,2","  18.3",",,,0,0,3","","","","","  15.5",",,,0,0,1","  17.8",",,,0,0,2","  19.2",",,,0,0,3","","","11.15",",,,0","  30.7",",,,0,0,1","  26.7",",,,0,0,2","  23.0",",,,0,0,3","","","","","26.24",",,,0","25.7",",,,0","0",",,,0","17.96",",0","26.69",",,,0","9.22",",,,0","2914",",,,0"
"USC00351862","2003-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","198.0","0","0.9",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","","","","","0.0",",0,31,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,07,","26.1",",0,02,","69.4",",,,0","210.4","0","  20.6",",,,0,0,1","  18.3",",,,0,0,2","  18.9",",,,0,0,3","","","146.5",",0","  30.6",",,,0,0,1","  26.1",",,,0,0,2","  21.7",",,,0,0,3","","","","","   2.8",",,,0,0,1","   6.1",",,,0,0,2","   7.8",",,,0,0,3","","","  12.2",",,,0,0,1","  11.7",",,,0,0,2","  10.6",",,,0,0,3","","","","","  12.0",",,,0,0,1","  13.2",",,,0,0,2","  13.8",",,,0,0,3","","","9.82",",,,0","  19.9",",,,0,0,1","  17.7",",,,0,0,2","  15.8",",,,0,0,3","","","","","20.40",",,,0","50.4",",,,0","0",",,,0","13.63",",0","19.93",",,,0","7.34",",,,0","2566",",,,0"
"USC00351862","2003-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","198.0","0","0.0",",0","22",",0","12",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","-5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,29,","15.0",",0,12,","","","576.7","0","  11.1",",,,0,0,1","  10.0",",,,0,0,2","   9.4",",,,0,0,3","","","366.3",",0","  14.4",",,,0,0,1","  12.8",",,,0,0,2","  10.6",",,,0,0,3","","","","","   2.2",",,,0,0,1","   2.2",",,,0,0,2","   4.4",",,,0,0,3","","","   5.0",",,,0,0,1","   4.4",",,,0,0,2","   4.4",",,,0,0,3","","","","","   5.1",",,,0,0,1","   5.7",",,,0,0,2","   6.6",",,,0,0,3","","","","","   9.9",",,,0,0,1","   8.8",",,,0,0,2","   7.7",",,,0,0,3","","","","","","","153.7",",,,0","0",",,,0","6.12",",0","10.39",",,,0","1.86",",,,0","",""
"USC00351862","2003-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","198.0","0","0.0","1,0","28",",0","18",",0","2",",0","0",",0","1",",0","0","1,0","9","1,0","0",",0","0",",0","0",",0","","","","","-5.6","1,0,30,","0",",,0,31,+","97",",,0,29,","48.3",",,0,29,","13.9",",0,22,","","","968.1","0","   8.9","1,,,0,0,1","   8.9","2,,,0,0,2","   8.3","1,,,0,0,3","","","391.4",",0","  12.2","1,,,0,0,1","  10.6","1,,,0,0,2","   8.9","1,,,0,0,3","","","","","   0.6","1,,,0,0,1","   0.6","2,,,0,0,2","   2.2","1,,,0,0,3","","","   2.2","1,,,0,0,1","   2.8","1,,,0,0,2","   3.3","1,,,0,0,3","","","","","   5.3","1,,,0,0,1","   5.7","2,,,0,0,2","   5.8","1,,,0,0,3","","","","","   8.5","1,,,0,0,1","   7.7","1,,,0,0,2","   6.6","1,,,0,0,3","","","","","","","285.5",",,,0","97",",,,0","5.24","1,0","8.62",",,,0","1.86","1,,,0","",""
"USC00351862","2004-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",0","24",",0","13",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","","","","","-2.8",",0,14,+","0",",,0,29,+","0",",,0,29,+","18.5",",,0,17,","15.0",",0,12,","","","","","   8.3",",,,0,0,1","   7.8",",,,0,0,2","","","","","344.2",",0","  17.2",",,,0,0,1","  13.3",",,,0,0,2","","","","","","","   2.2",",,,0,0,1","   2.8",",,,0,0,2","","","","","   5.0",",,,0,0,1","   5.0",",,,0,0,2","","","","","","","   5.1",",,,0,0,1","   5.6",",,,0,0,2","","","","","","","  11.1",",,,0,0,1","   9.2",",,,0,0,2","","","","","","","","","126.0",",,,0","0",",,,0","6.47",",0","10.82",",,,0","2.11",",,,0","",""
"USC00351862","2004-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.9",",0","17",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","2.2",",0,13,+","0",",,0,31,+","0",",,0,31,+","7.9",",,0,07,","28.9",",0,01,","110.6",",,,0","","","  16.7",",,,0,0,1","  17.8",",,,0,0,2","","","","","136.0",",0","  32.8",",,,0,0,1","  28.3",",,,0,0,2","","","","","","","  10.6",",,,0,0,1","  11.7",",,,0,0,2","","","","","  16.7",",,,0,0,1","  17.8",",,,0,0,2","","","","","","","  13.6",",,,0,0,1","  14.5",",,,0,0,2","","","","","","","  25.9",",,,0,0,1","  22.7",",,,0,0,2","","","","","","","","","33.3",",,,0","0",",,,0","13.97",",0","20.30",",,,0","7.65",",,,0","",""
